код;;ПРАЙС 01.10.2020;Количество;Гарантия;"Рекомендуемая
 розничная
 цена";Цена!
14188;;Беспроводной маршрутизатор TP-Link TL-WR840N (802.11n, 2.4 ГГц, до 300 Mbps, 4x100Mbit LAN, 1xWAN);;12;;14
11146;;Беспроводной маршрутизатор TP-Link TL-WR841N Wireless N Router (4UTP 10 / 100Mbps, 1WAN, 802.11b / g / n, 300Mbps, 2x5dBi) RTL;;12;;16,5
63201;;Интернет-центр Keenetic 4G KN-1210/KN-1211 (802.11n, 300 Мбит/с, 4xLAN, 4G) RTL;;12;;33
68210;;Интернет-центр Keenetic AIR KN-1611 (802.11ac, 2.4 ГГц/5 ГГц, до 1200 Mbps, 802.1X, 3x100Mbit LAN, 1xWAN);;12;;40,5
68442;;Интернет-центр Keenetic City KN-1511/1510 (802.11ac, 2.4 ГГц/5 ГГц, до 733 Mbps, 802.1X, 3x100Mbit LAN, 1xWAN);;12;;36,5
63181;;Интернет-центр Keenetic DSL KN-2010 (802.1X, 4x100Mbit LAN, 1xWAN, 1xRJ11);;12;;39
66716;;Интернет-центр Keenetic Duo KN-2110 (802.11a/b/g/n/ac, 4UTP 100Mbps, RJ11, USB, 867Mbps, 4x5dBi);;12;;61,8
68211;;Интернет-центр Keenetic Extra KN-1711 (802.11ac, 2.4 ГГц/5 ГГц, до 1200 Mbps, 802.1X, 4x100Mbit LAN, 1xWAN, 1xUSB);;12;;50,5
63176;;Интернет-центр Keenetic Giga KN-1010 (802.11ac, до 1267 Mbps, UMTS (W-CDMA) (3G)/LTE (опция), 802.1X, 4xGigabit LAN, 1xWAN, 2xUSB);;12;;102
63200;;Интернет-центр Keenetic Lite KN-1310/1311 (802.11b/g/n, 4UTP 10/100Mbps, WAN) RTL;;12;;27
63178;;Интернет-центр Keenetic Omni KN-1410 (802.11n, до 300 Mbps, 802.1X, 4x100Mbit LAN, 1xWAN, 1xUSB);;12;;34,8
68395;;Интернет-центр Keenetic Speedster KN-3010 (802.11ac, 2.4 ГГц/5 ГГц, до 1167 Mbps, 802.1X, 4xGigabit LAN, 1xWAN);;12;;67
69235;;Интернет-центр Keenetic Start KN-1111/1110 (802.11n, до 300 Mbps, 802.1X, 4x100Mbit LAN, 1xWAN);;12;;22
63180;;Интернет-центр Keenetic Ultra KN-1810 (802.11ac, до 2533 Mbps, UMTS (W-CDMA) (3G)/LTE (опция), 802.1X, 4xGigabit LAN, 1xWAN, 2xUSB);;12;;131
64489;;Интернет-центр Keenetic Viva KN-1910 (802.11ac, до 1267 Mbps, UMTS (W-CDMA) (3G)/LTE (опция), 802.1X, 4xGigabit LAN, 1xWAN, 2xUSB);;12;;82,5
;Камеры видеонаблюдения;;;;;
70707;;Информационная панель Philips 10BDL3051T-02;;0;;157,5
;Коннекторы, розетки;;;;;
26552;;Колпачок изолирующий для коннектора RJ-45 (упаковка-100 шт, жёлтый) 5bites (US016-YE);;0;;3
66863;;Коннектор RJ-45 Lanmaster (TWT-PL45-8P8C) (уп-ка 100шт.);;0;;5,5
;Медиаконвертеры;;;;;
61249;;Трансивер SFP ProLabs (GLC-SX-MMD-C) 1000Base-SX, Dual LC, MM (Совместим с Cisco);;0;;8
;Монтажные шкафы;;;;;
47433;;"Блок управления вентиляторами 19"", серый, 2 вентилятора, термодатчик, БВ-2-тд";;0;;38
;Патч-корды;;;;;
17848;;Патч-корд Cablexpert  PP12-1M UTP кат.5e, 1.0 м, Grey;;0;;0,6
69142;;Патч-корд Cablexpert PP12-0.5M UTP кат.5e, 0.5м, Grey;;0;;0,5
65704;;Патч-корд Cablexpert PP12-1.5M UTP кат.5e, 1,5 м, Grey;;0;;0,6
69141;;Патч-корд Cablexpert PP12-10M UTP кат.5e, 10м, Grey;;0;;1,75
64974;;Патч-корд Cablexpert PP12-2M UTP кат.5e, 2 м, Grey;;0;;0,58
62790;;Патч-корд Cablexpert PP12-3M UTP кат.5e, 3.0 м, Grey;;0;;0,7
17133;;Патч-корд Cablexpert PP12-5M UTP кат.5e, 5.0 м, Grey;;0;;1
17843;;Патч-корд Cablexpert PP12-7.5M UTP кат.5e, 7.5 м, Grey;;0;;1,4
48243;;Патч-корд UTP кат.5e 1.5м, серый;;0;;0,59
;Патч-панель;;;;;
35869;;Плинт размыкаемый Exalan+ (EX09-202) LSA-PLUS, IDC Krone 2/10;;0;;2
;Сетевой кабель;;;;;
56011;;Кабель промышленный Belden 3107A.00305 RS-485 2x2х22AWG(7х30) экран Beldfoil оплетка ПВХ 305м;;0;;450
69144;;Кабель сетевой UTP Cablexpert (UPC-5051E-SOL) бухта 305м (UTP cat. 5e, CCA, 4 пары, 0,51мм, одножильный, внутренний);;0;;32,1
;Сетевые карты;;;;;
8385;;Сетевая карта PCI-Ex1 TP-Link TG-3468 (RTL8168B) 10/100/1000Mbit Gigabit PCI-Ex1 Network Adapter RTL;;12;;8,3
69890;;Сетевая карта PCIE 1GB SFP LREC9712HF-2SFP LR-LINK;;24;;90
;Точки доступа;;;;;
35494;;Точка доступа D-Link DAP-1360U/A1A N300 PoE Access Point&Router (4UTP10/100Mbps,1WAN, 802.11b/g/n, 300Mbps);;12;;20,4
61563;;Универсальный усилитель беспроводного сигнала TP-LINK RE205 RTL;;12;;24,5
12122;;Универсальный усилитель беспроводного сигнала TP-Link TL-WA850RE (1UTP 10/100Mbps, 802.11b/g/n, 300Mbps) RTL;;12;;18
19034;;Универсальный усилитель беспроводного сигнала TP-Link TL-WA860RE ( 802.11b / g / n, 300Mbps) RTL;;12;;20,4
;Внешние винчестеры;;;;;
;"External 2.5"" USB3.0";;;;;
66664;;"External HDD 2.5"" USB3.0 Seagate 1Tb BackUp Plus Ultra Touch (STHH1000402) White RTL";;12;;57
70770;;"External HDD 2.5"" USB3.0 Seagate 1Tb Basic (STJL1000400) Black RTL";;12;;47,5
17696;;"External HDD 2.5"" USB3.0 Seagate 1Tb Expansion (STEA1000400) Black RTL";;12;;47,5
66620;;"External HDD 2.5"" USB3.0 Seagate 2Tb BackUp Plus Ultra Touch (STHH2000400) Black RTL";;12;;71,5
66621;;"External HDD 2.5"" USB3.0 Seagate 2Tb BackUp Plus Ultra Touch (STHH2000402) White RTL";;12;;73
71065;;"External HDD 2.5"" USB3.0 Seagate 2Tb Basic (STJL2000400) Black RTL";;12;;63,5
18431;;"External HDD 2.5"" USB3.0 Seagate 2Tb Expansion Portable (STEA2000400) Black RTL";;12;;63,5
39763;;"External HDD 2.5"" USB3.0 Seagate 4Tb Expansion Portable (STEA4000400) Black RTL";;12;;98
69900;;"External HDD 2.5"" USB3.0 Toshiba Canvio Alu 1 TB  (HDTH310ES3AB) Silver RTL";;12;;53
69901;;"External HDD 2.5"" USB3.0 Toshiba Canvio Alu 1 TB (HDTH310EK3AB) Black RTL";;12;;54
61205;;"External HDD 2.5"" USB3.0 Toshiba Canvio Basics 1 Тб  (HDTB410EK3AA) Black (RTL)";;12;;47,5
63312;;"External HDD 2.5"" USB3.0 Toshiba Canvio Basics 2 Тб  (HDTB420EK3AA) Black (RTL)";;12;;69
62684;;"External HDD 2.5"" USB3.0 Transcend 1Tb StoreJet 25M3 (TS1TSJ25M3S) Anti-Shock Black/Green Slim RTL";;12;;52,9
55094;;"External HDD 2.5"" USB3.0 Transcend 2Tb StoreJet 25C3N (TS2TSJ25C3N) RTL";;12;;81,6
55290;;"External HDD 2.5"" USB3.0 WD 1Tb Elements Portable (WDBUZG0010BBK-WESN) Black RTL";;12;;47,5
70772;;"External HDD 2.5"" USB3.0 WD 1Tb Elements SE Portable (WDBEPK0010BBK-WESN) Black RTL";;12;;48
70345;;"External HDD 2.5"" USB3.0 WD 2Tb Elements Portable (WDBMTM0020BBK-EEUE) Black (RTL) ";;12;;100
67244;;"External HDD 2.5"" USB3.0 WD 4Tb Elements Portable (WDBU6Y0040BBK-WESN) Black";;12;;100
;External SSD;;;;;
69324;;"External SSD 2.5"" USB3.1 Samsung 1Tb T5 (MU-PA1T0G/WW) V-NAND TLC";;24;;169
65807;;"External SSD 2.5"" USB3.1 Samsung 500Gb T5 (MU-PA500B/WW) V-NAND TLC";;24;;103,5
69323;;"External SSD 2.5"" USB3.1 Samsung 500Gb T5 (MU-PA500G/WW) V-NAND TLC";;24;;115
69102;;External SSD USB3.1 PNY Elite Portable SSD 240Gb PSD1CS1050-240-FFS (430Mb/s Read/400 Mb/s Write);;6;;55
70746;;"Жесткий диск SSD Samsung 1.8"" 1TB Samsung X5 External SSD MU-PB1T0B/WW ThunderboltTM 3, 2800/2300, RTL";;24;;363
70747;;"Жесткий диск SSD Samsung 1.8"" 2TB Samsung T7 Touсh External SSD MU-PC2T0K/WW USB 3.2 Gen 2 Type-C, 1050/1000, Black, RTL";;24;;389
70748;;"Жесткий диск SSD Samsung 1.8"" 500GB Samsung T7 Touсh External SSD MU-PC500K/WW USB 3.2 Gen 2 Type-C, 1050/1000, Black, RTL";;24;;124,5
70749;;"Жесткий диск SSD Samsung 1.8"" 500GB Samsung T7 Touсh External SSD MU-PC500S/WW USB 3.2 Gen 2 Type-C, 1050/1000, Silver, RTL";;24;;124,5
;Флэш USB;;;;;
;128Gb;;;;;
43709;;128 Gb USB3.0 Kingston DataTraveler 100 G3 DT100G3/128GB (выдвижной разъем, пластик, цвет черный);;12;;17,4
49971;;128 Gb USB3.0 Kingston DataTraveler 50 DT50/128GB Metal/Black;;12;;17,5
65300;;128 Gb USB3.0 Kingston DataTraveler Elite G2 DTEG2/128GB (с колпачком, металл, скорость 180/70 МБ/с, цвет черный);;12;;58,5
12804;;128 Gb USB3.0 Kingston Generation4 G4 DTIG4/128Gb White/Green (с колпачком/пластик) Retail;;12;;18,5
52465;;128 Gb USB3.1/USB-COTG Kingston DataTraveler microDuo 3C (DTDUO3C/128GB) ;;12;;29,5
62782;;256 Gb USB3.0 Kingston DataTraveler 100 G3 DT100G3/256Gb (выдвижной/пластик, цвет черный);;12;;43,5
;16Gb USB2.0;;;;;
6458;;16 Gb USB2.0 Kingston DataTraveler SE9 Silver DTSE9H/16Gb (без колпачка/метал);;12;;4,5
;32Gb USB2.0;;;;;
12393;;32 Gb USB2.0 Kingston DataTraveler SE9 Silver DTSE9H/32Gb (без колпачка/пластик) Retail;;12;;7,6
;32Gb USB3.0;;;;;
34112;;32 Gb USB3.0 Kingston (DTDUO3/32Gb) DataTraveler microDuo +USB micro-B OTG (RTL);;12;;8,5
9296;;32 Gb USB3.0 Kingston DataTraveler 100 G3 DT100G3/32Gb Black (выдвижной/пластик) Retail;;12;;5,2
65209;;32 Gb USB3.0 Kingston DTSWIVL/32GB (раскладной корпус, металл/пластик, цвет черный/серебристый);;12;;4,9
14303;;32 Gb USB3.0 Kingston Generation4 G4 DTIG4/32Gb White/Red (с колпачком/пластик) Retail;;12;;5,1
32621;;32 Gb USB3.1 Kingston DataTraveler microDuo 3C (DTDUO3C/32Gb) (Type-A / Type-C, без колпачка, металл/пластик, скорость 100/15 МБ/с, цвет серебристый);;12;;9,9
;64Gb USB3.0;;;;;
65303;;64 Gb USB3.0 Kingston Data Traveler SWIVL DTSWIVL/64GB (раскладной корпус, металл/пластик, цвет черный/серебристый);;12;;7,6
9297;;64 Gb USB3.0 Kingston DataTraveler 100 G3 DT100G3/64Gb Black (выдвижной/пластик) Retail;;12;;8,6
49972;;64 Gb USB3.0 Kingston DataTraveler 50 DT50/64GB Metal/Blue (без колпачка, металл, скорость 110/15 МБ/с, цвет серебристый/синий);;12;;8,4
32555;;64 Gb USB3.0 Kingston DataTraveler microDuo 3C 64GB (DTDUO3C/64Gb) (USB 3.0 Type-A / Type-C, без колпачка, металл/пластик, скорость 100/15 МБ/с, цвет серебристый);;12;;15,6
62733;;64 Gb USB3.0 Kingston DTEG2/64GB DataTraveler Elite G2 (с колпачком, металл/пластик, скорость 180/70 МБ/с, цвет черный);;12;;29,5
12803;;64 Gb USB3.0 Kingston Generation4 (G4) DTIG4/64Gb White/Purple (с колпачком/пластик) Retail;;12;;9
14823;;64 Gb USB3.0/USB micro-B OTG Kingston MicroDuo DTDUO3/64Gb Black (раскладной/пластик-металл) Retail;;12;;13,7
;Флэш Card;;;;;
;MicroSD/ MiniSD;;;;;
56275;;Micro SD 128 Gb Samsung EVO Plus (MB-MC128GA/RU) microSDXC Class10 UHS-I U3+ microSD- SD Adapter;;12;;19,6
70702;;Micro SD 128 Gb Samsung EVO Plus (MB-MC128HA/RU) microSDXC Class10 UHS-I U3+ microSD- SD Adapter;;12;;19
69586;;Micro SD 32 Gb Kingston SDCS2/32GB microSDXC Memory Card 32 Gb UHS-I 80MB/s Class10 + SD Adapter;;12;;4,4
52264;;Micro SD 32 Gb Samsung EVO Plus (MB-MC32GA/RU) microSDHC Class10 UHS-I U1+ microSD- SD Adapter;;12;;7,3
69587;;Micro SD 64 Gb Kingston SDCS2/64GB microSDXC Memory Card 64 Gb UHS-I 80MB/s Class10 + SD Adapter;;12;;7,6
70699;;Micro SD 64 Gb Samsung EVO Plus (MB-MC64HA/RU) microSDXC Class10 UHS-I U3+ microSD- SD Adapter;;0;;9,1
68261;;xD-Picture Card Olympus 1 Гб (OEM) ;;3;;8,7
66113;;xD-Picture Card Olympus 2 Гб (OEM) ;;3;;12,5
;Аксессуары;;;;;
;USB Hub;;;;;
55368;;USB HUB Jet.A JA-UH35 (USB 3.0, 4 порта, пассивное питание, кабель 0.3 м, цвет черный);;6;;9,5
55367;;USB HUB Jet.A JA-UH37 (USB 3.0, 4 порта, пассивное питание, кабель 0.14 м, цвет черный);;6;;7,5
11393;;USB ST-Lab U-540 (разветвитель 4xUSB3.0, питание от сети + БП, Black);;6;;22,1
55369;;USB-HUB Jet.A (JA-UH35 White) USB3.0 Hub 4-port;;6;;10,5
;WEB - камера;;;;;
37151;;Web-cam Logitech HD WebCam C310 (960-001065) (1280x720, MIC, USB2.0, крепл. NB и LCD) Black RUS RTL;;12;;43,5
39891;;Web-cam Logitech HD WebCam C525 (960-001064) (1280x720, MIC, автофокус, крепл. на NB и LCD)Black RTL;;12;;52
;Авто Аксессуары;;;;;
;Автомагнитолы;;;;;
66003;;Колонки автомобильные JBL GX528 135Вт 92дБ 2.3Ом 13см (5дюйм) (ком.:2кол.) коаксиальные двухполосные;;6;;32,8
66004;;Колонки автомобильные JBL GX608C 200Вт 95дБ 2.5Ом 16см (6дюйм) (ком.:4кол.) компонентные двухполосны;;6;;48,3
66005;;Колонки автомобильные Pioneer TS-A2503I 420Вт 92дБ 4Ом 25см (10дюйм) (ком.:2кол.) ;;6;;73,3
66006;;Колонки автомобильные Pioneer TS-A6990F 700Вт 90дБ 4Ом 15x23см (6x9дюйм) (ком.:2кол.) ;;6;;57
;Аккумуляторы, Батарейки, Зарядные устройства;;;;;
50435;;"Автомобильное зарядное устройство TnB CHNBCAR01 (10 переходников для разных устройств 	Електронная книжка, GPS, Мобильный телефон, MP3, MP4, Ноутбук, КПК)";;1;;35
67854;;Батарейка PKCELL 23A 5BL (1шт);;0;;0,6
17414;;Батарейка PKCELL LR03 4BL-ААА Алкалиновые 4штв блистере (цена за 1 шт);;0;;0,48
;Внешний бокс для HDD/ Док-станция;;;;;
48180;;"External case for HDD 2,5'' AgeStar (31UBCP3-Black)(EXT BOX для внешнего подключения 2.5"" SATA HDD, USB3.1)";;0;;9,5
59210;;"External case for HDD 2,5'' AgeStar (31UBCP3-White)(EXT BOX для внешнего подключения 2.5"" SATA HDD, USB3.1)";;0;;9,5
64245;;"External case for HDD 2,5'' AgeStar 3UB2P2 Black (EXT BOX для внешнего подключения 2.5"" SATA HDD, USB3.0)";;3;;5,5
64246;;"External case for HDD 2,5'' AgeStar 3UB2P3 Black (EXT BOX для внешнего подключения 2.5"" SATA HDD, USB3.0)";;3;;5,7
7758;;"External case for HDD 2.5"" AgeStar 3UB2A12 Black (2.5"", SATA, USB3.0!!!) 85x12x132мм RTL";;3;;9,9
13247;;"External case for HDD 2.5"" AgeStar 3UB2A14 White (2.5"", SATA, USB3.0) 80x15.6x133мм RTL";;3;;9,7
9399;;"External case for HDD 2.5"" AgeStar 3UB2A8-6G Black (2.5"", SATA, USB3.0) RTL";;3;;11,9
70367;;"External case for HDD 2.5"" AgeStar 3UB2AX1 SATA I/II/III алюминий черный 2.5""";;3;;10,6
4652;;"External case for HDD 2.5"" AgeStar 3UB2O1 Black (2.5"", SATA, USB3.0) 73x10x119мм RTL";;3;;9
4649;;"External case for HDD 2.5"" AgeStar 3UB2O1 Blue (2.5"", SATA, USB3.0) 73x10x119мм RTL";;3;;9
4651;;"External case for HDD 2.5"" AgeStar 3UB2O1 Silver (2.5"", SATA, USB3.0) 73x10x119мм RTL";;3;;9
4554;;"External case for HDD 2.5"" AgeStar 3UB2P Silver (2.5"", SATA, USB3.0, W/O Screws) 81x15x133мм RTL";;3;;12,8
60522;;"External case for HDD 2.5"" AgeStar 3UB2P1 Black (2.5"", SATA, USB3.0, W/O Screws) 81x15x133мм RTL";;3;;8,2
38060;;"External case for HDD 2.5"" AgeStar SUBCP1 Black (2.5"", SATA, USB2.0, пластик, безвинтовая конструкция) RTL";;3;;4,2
;Гарнитура / Наушники;;;;;
50390;;Наушники с микрофоном A4Tech Bloody G300 White (наушники с микрофоном, геймерские, оформление закрытое, излучатель 40 мм, 20-20000 Гц, 32 Ом, кабель 2.2 м) ;;12;;20,3
69027;;Наушники с микрофоном A4Tech Bloody G530 (мониторные (охватывающие), геймерские, 20-20000 Гц, кабель 1.8 м);;12;;24,5
56148;;Наушники с микрофоном A4Tech HS-19-1 Grey (геймерские/для общения, оформление закрытое, излучатель 40 мм, 20-20000 Гц, 32 Ом, кабель 2 м);;12;;8
50348;;Наушники с микрофоном A4Tech HS-28-1 (мониторные (охватывающие), геймерские, 20-20000 Гц, кабель 1.8 м);;12;;7,9
8657;;Наушники с микрофоном A4Tech HS-50 (наушники с микрофоном, оформление закрытое, 20-20000 Гц, 32 Ом, кабель 1.8 м pегулировка громкости);;12;;9,9
56065;;Наушники с микрофоном A4Tech HS-800 (наушники с микрофоном, оформление полуоткрытое, 20-20000 Гц, кабель 2 м);;12;;11,9
69571;;Наушники с микрофоном Defender Gryphon 750 белые (63747) (мониторные (охватывающие), для общения, 18-20000 Гц, кабель 2м) ;;12;;4,4
69570;;Наушники с микрофоном Defender Gryphon 750 чёрные  (63750) (мониторные (охватывающие), для общения, 18-20000 Гц, кабель 2м) ;;12;;4,15
61715;;Наушники с микрофоном Defender Gryphon 750U штекер USB (63752) (мониторные (охватывающие), для общения, 20-20000 Гц, кабель 1.8 (мониторные (охватывающие), для общения, 20-20000 Гц, кабель 1.8 м, USB) ;;3;;10
69569;;Наушники с микрофоном Defender Ridley (мониторные (охватывающие), геймерские, 20-20000 Гц, кабель 2.2 м) (64542);;12;;10,5
5317;;Наушники с микрофоном Logitech H110 (981-000271) (наушники с микрофоном, оформление закрытое, 20-20000 Гц, кабель 1.8 м) Black RTL;;12;;15,3
56403;;Наушники с микрофоном SVEN AP-320M (Black) (портативные/домашние, складные, оформление закрытое, излучатель 40 мм, 20-20000 Гц, 32 Ом, кабель 1.2 м);;12;;4,5
56402;;Наушники с микрофоном SVEN AP-321M (White) (накладные, портативные, 20-20000 Гц, поворотные чашки, кабель 1.2м);;12;;4,4
22923;;Наушники с микрофоном SVEN AP-940MV (Black&White) (мониторные (охватывающие), портативные/геймерские, 18-20000 Гц, кабель 1.2 м);;12;;10
67079;;Наушники с микрофоном SVEN AP-B500MV (Black)(беспроводные наушники с микрофоном, портативные, складные, оформление закрытое, излучатель 40 мм, 20-20000 Гц, 32 Ом, кабель 0.8 м, расстояние 10 м );;12;;15
67261;;Наушники с микрофоном SVEN AP-B510MV (Black)(беспроводные наушники с микрофоном, портативные, оформление закрытое, излучатель 40 мм, 20-20000 Гц, 32 Ом, кабель 0.8 м, расстояние 10 м);;12;;13,8
67262;;Наушники с микрофоном SVEN AP-B530MV (Black)(беспроводные наушники с микрофоном, портативные, складные, оформление закрытое, излучатель 40 мм, 20-20000 Гц, 32 Ом, кабель 0.8 м, расстояние 10 м);;12;;13
71056;;Наушники с микрофоном SVEN AP-G999MV черные (мониторные (охватывающие), геймерские, 20-20000 Гц, кабель 2.2 м);;12;;28,5
70909;;Наушники с микрофоном SVEN AP-U989MV черно-красный (наушники с микрофоном, геймерские, оформление закрытое, излучатель 50 мм, 20-20000 Гц, 32 Ом, кабель 2.2 м);;12;;29
61488;;Наушники с микрофоном SVEN AP-U995MV черно-красный (геймерские, оформление закрытое, излучатель 50 мм, 20-20000 Гц, 32 Ом, кабель 2.2 м);;12;;32,2
67784;;Наушники с микрофоном БЕСПРОВОДНЫЕ Nobby Practic T-111 (чёрные) (NBE-BH-50-07) ( портативные/спортивные, оформление закрытое, излучатель 10 мм, 20-20000 Гц, расстояние 10 м);;12;;28,5
;Для офиса;;;;;
70705;;IP Видеорегистратор Dahua DH-XVR5208AN-4KL-X;;0;;130
;Звуковая карта;;;;;
1380;;Звуковая карта PCI C-media 8738 4channel OEM;;6;;6,4
12543;;Звуковая карта PCI-E C-Media CMI8738-LX 5.1channel, OEM;;6;;12
;Инструмент;;;;;
35787;;Стяжка нейлоновая, неоткрыв. (CV-200), 200 мм, уп-ка 100 шт;;0;;1
;Кабели / переходники;;;;;
62421;;Kабель удлинительный питания 4 pin для мат. платы 18см;;0;;1
63332;;Kабель удлинительный питания 8 pin для мат. платы 18см;;0;;2,5
63729;;Адаптер (переходник) Cablexpert (A-HDMI-VGA-001) HDMI (M) -> VGA (15F) ;;0;;6,2
69025;;Кабель DisplayPort 1,8м Cablexpert CC-DP-6;;0;;5
70393;;Кабель DVI-D 1,8м, single link, Cablexpert CC-DVI-6C, феррит, белый;;0;;4,4
69106;;Кабель DVI-DVI Dual Link 25M/25M 1.8M Cablexpert CC-DVI2L-BK-6;;0;;4,1
44096;;Кабель HDMI - DVI Cablexpert, 1.8м (CC-HDMI-DVI-6), single link, позолоченные контакты, Black;;0;;2,6
63627;;Кабель HDMI - HDMI Cablexpert 0.5m ver2.0, (CC-HDMI4-0.5M);;0;;1,28
62821;;Кабель HDMI - HDMI Cablexpert 1.8m ver2.0, (CC-HDMI4-6) Black;;0;;2,1
5506;;Кабель HDMI - HDMI Gembird/Cablexpert 15.0m ver1.4, (CC-HDMI4-15M), позолоченные контакты, Black;;0;;17,5
17629;;Кабель HDMI - HDMI Gembird/Cablexpert 3.0m ver2.0, (CC-HDMI4L-10), Light series w/Ethernet, позолоченные контакты, Black;;0;;2
61851;;Кабель HDMI - HDMI TV-COM V1.4, 5m (CG150S-5M);;0;;2,7
64046;;Кабель HDMI - HDMI Гарнизон 1,8м, v1.4, (GCC-HDMI-1.8M);;0;;1,5
62909;;Кабель HDMI - HDMI Гарнизон 10.0m ver1.4, (GCC-HDMI-10М), позолоченные контакты, Black;;0;;6,9
64081;;Кабель HDMI - HDMI Гарнизон 1m ver1.4, (GCC-HDMI-1М), позолоченные контакты, Black;;0;;1,22
64083;;Кабель HDMI - HDMI Гарнизон 3m ver1.4, (GCC-HDMI-3M);;0;;1,9
64084;;Кабель HDMI - HDMI Гарнизон 5m ver1.4, (GCC-HDMI-5М);;0;;2,4
64085;;Кабель HDMI - HDMI Гарнизон 7.5m ver1.4, (GCC-HDMI-7.5М);;0;;5
70280;;Кабель MINI-SAS TO MINI-SAS HD - ORIGINAL ASUS 14011-00480600 CAM3604-AJ004-DF (SFF-8643 to SFF-8087);;0;;16
5176;;Кабель SATA Gembird (CC-SATA-PS) Power 15см, 4pin/15pin, пакет;;0;;0,75
4562;;Кабель SATA Gembird (CC-SATA-PSY) Power 15см, 4pin/15pin, на 2 устр., пакет;;0;;0,79
1003;;Кабель SATA NoName Data 60см;;0;;0,35
7933;;Кабель USB 2.0 A-B Gembird/Cablexpert (CCP-USB2-AMBM-10) 3.0m;;0;;1,3
60480;;Кабель USB 2.0 A-B Гарнизон (GCC-USB2-AMBM-1.8M) 1.8м;;0;;0,8
64257;;Кабель USB 2.0 A-B Гарнизон (GCC-USB2-AMBM-3M) 3м;;0;;0,9
1584;;Кабель USB 2.0 Am - Af NoName 3.0m (удлинитель);;0;;1,3
64258;;Кабель USB 2.0 Am - Af Гарнизон (GCC-USB2-AMAF-1.8M) 1,8m (удлинитель);;0;;0,75
39239;;"Кабель USB 2.0 AM - micro-BM Orient (MU-203) 0.3м
";;0;;0,4
18983;;Кабель USB 2.0 Pro A-B Gembird/Cablexpert (CCP-USB2-AMBM-6G) 1,8m экран, серый;;0;;0,9
2426;;Кабель VGA Gembird/Cablexpert (CC-PPVGA-6) 1.8м 15M/15M;;0;;2,8
10226;;Кабель Video Coaxial удлинитель 5.0m;;0;;0,3
31703;;Кабель монитор - SVGA card VCOM (15M-15M) 30м 2 фильтра;;0;;16
66014;;Кабель питания Gembird/Cablexpert PC-186-VDE-3M;;0;;2,1
1150;;Кабель питания для компьютера с заземлением,  (Розетка-Системный блок);;0;;0,5
10224;;Кабель соединительный 1394 (Fire Wire) 6p-4p 1.0m;;0;;0,5
62975;;Кабель-адаптер Cablexpert (A-DPM-HDMIF-002) DisplayPort (M) - HDMI (F) ;;0;;6,48
65098;;Кабель-адаптер Cablexpert (A-DPM-HDMIF-002-W) DisplayPort (M) - HDMI W;;0;;6,7
59645;;Переходник DVI - VGA Cablexpert (A-DVI-VGA-BK) 29M/15F, черный, пакет;;0;;1,3
70275;;Переходник PNY  Mini DisplayPort (M) – DVI (F) (91008580V2);;0;;5,3
70274;;Переходник PNY Mini DisplayPort (M) - DisplayPort (F) (91008582V3);;0;;5
57727;;Переходник Riser card PCI-Ex1 M - PCI-Ex16 F (PCE164P-N03 Ver007S) ;;0;;10
67023;;Переходник для мат. платы Espada USB 2.0 10pin (9pin) female to USB 3.0 20pin (19pin) male;;0;;3,2
70278;;Планка портов в корпус COM-порт 1xPort low-profile;;0;;2,3
70277;;Планка портов в корпус COM-порт 2xPort;;0;;2,2
62324;;"Планка портов в корпус, COM-порт, Gembird CC-DB9ML-01
(1 x port, low-profile bracket, 40 cm flat cable)  ";;0;;2,3
10321;;Шлейф IDE 80 жил ATA-66/100/133 90 см (2 устр.);;0;;0,2
;Коврик;;;;;
24825;;Коврик для мыши A4Tech Bloody Armor B-081 (оптические мыши/лазерные мыши, материал ткань, 280x350 мм, цвет красный/черный);;0;;6,15
45422;;Коврик для мыши A4Tech Bloody Armor B-083 (оптические мыши/лазерные мыши, материал ткань, 225x275 мм, цвет цветной принт/черный);;0;;5,2
24823;;Коврик для мыши A4Tech Bloody B-070 (коврик для мыши, 419x4x350мм);;0;;7,6
14519;;Коврик для мыши A4Tech Bloody B-071 (оптические мыши/лазерные мыши, материал ткань, 280x350 мм, цвет цветной принт/черный);;0;;6
24824;;Коврик для мыши A4Tech Bloody B-072 (оптические мыши/лазерные мыши, материал ткань, 225x275 мм, цвет цветной принт/черный);;0;;5,5
57896;;Коврик для мыши A4Tech Bloody B-081S (350x280x2мм);;0;;6,9
66778;;Коврик для мыши A4Tech Bloody MP-50RS (оптические мыши/лазерные мыши, материал ткань, 256x358 мм, цвет черный) ;;0;;27
6370;;Коврик для мыши A4Tech X7-200MP (оптические мыши/лазерные мыши, материал ткань, 200x250 мм, цвет черный);;0;;2,1
1446;;Коврик для мыши A4Tech X7-300MP (оптические мыши/лазерные мыши, материал ткань, 350x437 мм);;0;;4,6
1447;;Коврик для мыши A4Tech X7-500MP (оптические мыши/лазерные мыши, материал ткань, 400x437 мм, цвет черный);;0;;5,3
2966;;Коврик для мыши Buro BU-CLOTH Black (для оптических и лазерных мышей, нескользящая основа, материал ткань/резина, 230x180x3мм , цвет черный);;0;;0,48
